Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1980,1.16,1.33,,,,,,,
1981,1.33,0.7708,-42.19,,,,,,
1982,0.7708,1.6,108.12,,,,,,
1983,1.6,4.33,170.13,,,,,,
1984,4.33,4.19,-3.37,,,,,,
1985,4.19,5.75,37.31,34.018,,,,,
1986,5.75,3.41,-40.76,34.636,,,,,
1987,3.41,3.44,0.9189,16.543,,,,,
1988,3.5,2.94,-14.55,-7.451,,,,,
1989,2.94,2.19,-25.53,-12.169,,,,,
1990,2.19,2.19,,-17.557,5.114,,,,
1991,2.19,2.78,27.14,-4.003,13.687,,,,
1992,2.78,3.06,10.11,-2.314,6.699,,,,
1993,2.94,6.94,126.53,18.741,4.83,,,,
1994,6.88,12.25,76.58,41.104,11.325,,,,
1995,12.13,13.03,6.38,42.857,8.524,16.432,,,
1996,13.38,17.75,36.21,44.887,17.935,23.259,,,
1997,17.69,19.31,8.8,44.548,18.829,18.062,,,
1998,19.25,21.69,12.3,25.597,22.121,11.34,,,
1999,22.0,55.69,156.77,35.372,38.208,18.824,,,
2000,56.13,33.69,-39.51,20.924,31.433,12.509,17.539,,
2001,33.5,49.56,47.12,22.797,33.386,19.534,23.143,,
2002,50.11,35.37,-28.63,12.868,27.73,16.808,16.742,,
2003,36.35,58.54,65.51,21.966,23.768,22.069,13.906,,
2004,58.8,46.58,-20.43,-3.51,14.29,22.607,12.797,,
2005,46.76,49.33,5.9,7.925,14.24,23.077,11.345,15.55,
2006,49.33,49.75,0.8514,0.077,10.856,21.204,14.341,18.139,
2007,50.0,48.16,-3.2,6.368,9.57,20.17,14.105,14.589,
2008,47.91,21.79,-54.75,-17.934,0.046,7.926,10.534,6.677,
2009,21.51,36.16,65.95,-4.938,-4.227,7.483,15.051,9.004,
2010,36.6,38.64,6.86,-4.767,1.38,7.516,15.433,7.918,11.885
2011,38.58,48.25,24.87,-0.61,-0.268,6.894,15.338,11.181,14.785
2012,48.72,47.76,-1.02,-0.167,3.049,6.223,14.727,11.096,11.986
2013,48.81,64.46,34.97,24.224,0.968,7.531,11.788,13.146,9.419
2014,64.0,70.32,9.09,14.227,4.205,1.567,9.131,14.886,9.857
2015,70.62,69.35,-1.38,12.409,3.465,4.931,8.719,14.822,8.654
2016,68.03,78.68,13.45,10.274,4.69,3.129,7.729,14.307,11.029
2017,78.97,105.07,33.54,17.08,8.113,7.528,8.839,15.194,12.072
2018,105.76,89.49,-14.83,6.782,15.173,2.87,7.343,10.769,12.059
2019,87.53,178.17,99.09,20.435,17.29,9.356,5.987,11.303,15.792
2020,180.78,258.91,45.32,30.143,20.951,11.687,10.734,12.701,17.244
2021,262.06,430.11,66.12,40.457,24.454,15.466,11.41,13.599,18.3
2022,431.14,377.03,-12.34,29.116,22.951,14.704,12.561,12.622,17.406
2023,384.0,507.02,34.48,41.465,22.906,23.344,11.398,13.436,15.378
