Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1972,0.8359,1.03,,,,,,,
1973,1.04,0.5859,-43.18,,,,,,
1974,0.5859,0.3789,-35.33,,,,,,
1975,0.3789,0.5195,37.11,,,,,,
1976,0.5195,0.5352,3.02,,,,,,
1977,0.5352,0.4805,-10.22,-14.144,,,,,
1978,0.4805,0.4531,-5.7,-5.011,,,,,
1979,0.4453,0.6094,34.5,9.97,,,,,
1980,0.5859,0.5781,-5.14,2.161,,,,,
1981,0.5742,0.6094,5.41,2.631,,,,,
1982,0.5977,0.832,36.53,11.606,-2.112,,,,
1983,0.832,0.9453,13.62,15.844,4.9,,,,
1984,0.9453,1.0,5.79,10.413,10.191,,,,
1985,1.0,1.07,7.03,13.104,7.493,,,,
1986,1.07,1.23,14.97,15.08,8.677,,,,
1987,1.23,1.14,-7.31,6.502,9.024,0.679,,,
1988,1.14,1.75,53.43,13.108,14.468,7.567,,,
1989,1.73,3.22,83.93,26.349,18.112,15.333,,,
1990,3.22,3.22,,24.651,18.737,12.932,,,
1991,3.22,6.59,104.85,39.893,26.881,18.22,,,
1992,6.5,7.56,14.69,45.99,24.692,20.168,10.48,,
1993,7.44,6.16,-18.6,28.62,20.615,19.003,12.483,,
1994,6.13,4.56,-25.89,7.207,16.385,14.359,13.246,,
1995,4.56,6.03,32.19,13.368,18.876,16.92,13.041,,
1996,6.0,5.89,-2.33,-2.221,16.956,16.327,12.741,,
1997,5.94,7.0,18.83,-1.527,19.9,15.256,14.333,7.967,
1998,7.0,8.45,20.76,6.526,17.053,15.723,15.753,11.266,
1999,8.47,7.44,-12.01,10.286,8.736,14.315,13.327,12.648,
2000,7.5,9.02,21.22,8.387,10.85,15.271,14.726,12.095,
2001,9.09,10.49,16.38,12.236,4.758,15.361,15.291,12.639,
2002,10.43,11.6,10.56,10.63,4.374,16.727,14.082,13.582,8.406
2003,11.63,15.05,29.74,12.237,9.344,15.425,14.841,15.041,11.427
2004,15.0,19.3,28.24,21.003,15.521,12.68,15.952,14.822,13.999
2005,19.23,15.46,-19.9,11.378,9.873,11.026,14.286,14.048,11.975
2006,15.6,19.28,24.71,12.945,12.59,7.419,14.752,14.818,12.69
2007,19.2,18.95,-1.69,10.314,10.472,6.318,15.089,13.318,13.031
2008,18.88,15.93,-15.96,1.143,6.546,6.539,11.676,11.961,12.599
2009,16.09,18.07,13.4,-1.308,9.279,9.614,9.007,12.274,11.961
2010,18.2,23.27,28.78,8.522,9.941,9.42,10.394,13.109,13.108
2011,23.38,25.21,8.36,5.51,9.164,10.179,6.939,12.841,13.211
2012,25.46,31.77,26.0,10.887,10.6,10.61,7.442,14.236,12.909
2013,32.16,34.46,8.48,16.686,8.637,9.824,8.99,12.66,12.735
2014,34.44,37.15,7.81,15.505,6.768,11.316,11.058,10.277,12.806
2015,37.26,42.78,15.15,12.951,10.714,10.935,10.293,10.901,13.082
2016,42.23,46.66,9.08,13.103,9.241,10.462,10.903,8.144,12.885
2017,46.88,50.95,9.19,9.907,10.396,10.369,10.434,7.931,13.503
2018,51.01,69.62,36.63,15.102,15.892,10.751,11.12,10.186,13.064
2019,68.89,84.86,21.9,17.964,16.728,10.376,12.942,12.406,11.522
2020,84.69,95.6,12.65,17.447,15.177,12.915,12.529,11.688,11.966
2021,95.78,96.61,1.06,15.669,14.379,11.343,11.741,11.84,9.363
2022,96.1,82.89,-14.2,10.223,10.065,10.338,10.332,10.392,8.309
2023,83.24,80.46,-2.93,2.936,8.85,11.401,8.743,9.433,8.943
