Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1968,2.76,2.79,,,,,,,
1969,2.86,2.43,-12.93,,,,,,
1970,2.51,2.68,10.29,,,,,,
1971,2.65,2.67,-0.5185,,,,,,
1972,2.65,2.78,4.17,,,,,,
1973,2.78,2.75,-1.0,-0.288,,,,,
1974,2.75,2.51,-8.59,0.65,,,,,
1975,2.51,3.22,28.18,3.74,,,,,
1976,3.22,3.49,8.19,5.503,,,,,
1977,3.49,3.46,-0.7946,4.474,,,,,
1978,3.46,2.89,-16.47,0.998,0.353,,,,
1979,2.89,2.54,-12.02,0.238,0.444,,,,
1980,2.54,2.47,-2.73,-5.165,-0.813,,,,
1981,2.47,3.03,22.47,-2.787,1.273,,,,
1982,3.03,3.79,25.23,1.839,3.148,,,,
1983,3.79,4.58,20.88,9.646,5.233,3.36,,,
1984,4.58,5.19,13.18,15.363,7.535,5.189,,,
1985,5.19,6.63,27.71,21.833,7.489,6.225,,,
1986,6.63,8.77,32.39,23.683,9.652,8.251,,,
1987,8.77,7.5,-14.49,14.626,8.043,6.84,,,
1988,7.5,9.0,20.0,14.466,12.03,8.225,6.031,,
1989,9.0,10.67,18.52,15.505,15.434,10.128,7.678,,
1990,10.67,10.54,-1.17,9.715,15.615,8.226,7.087,,
1991,10.54,13.08,24.11,8.323,15.749,9.207,8.269,,
1992,13.13,13.25,1.27,12.055,13.333,9.364,8.121,,
1993,13.25,13.75,3.77,8.846,11.62,10.958,8.38,6.588,
1994,13.75,12.94,-5.91,3.933,9.566,11.465,8.546,6.919,
1995,12.88,15.31,18.36,7.752,8.729,12.932,8.108,7.219,
1996,15.25,13.44,-12.24,0.544,4.361,10.441,6.974,6.678,
1997,13.38,14.38,6.98,1.65,6.726,9.297,7.383,6.794,
1998,14.44,15.72,9.35,2.714,5.736,8.569,8.837,7.222,5.932
1999,15.59,9.63,-38.77,-5.738,-1.02,4.207,6.891,5.526,4.697
2000,9.75,11.28,17.21,-5.927,0.681,3.606,7.89,5.142,4.907
2001,11.28,11.28,-0.0106,-3.443,-1.47,1.692,6.793,4.804,4.92
2002,11.32,12.6,11.7,-2.608,-0.502,3.519,6.191,5.306,5.167
2003,12.62,16.73,32.74,1.253,1.981,4.22,6.692,7.276,6.203
2004,16.64,16.86,0.7773,11.853,2.682,3.097,6.068,7.865,6.555
2005,16.85,19.53,15.87,11.604,2.464,4.198,5.55,8.623,6.193
2006,19.65,23.73,21.51,16.037,5.85,4.051,5.103,8.581,6.598
2007,23.8,24.36,2.63,14.094,5.412,4.143,6.067,7.726,6.722
2008,24.21,20.99,-13.82,4.641,2.933,2.86,4.325,6.279,6.833
2009,21.2,24.91,18.7,8.119,9.97,4.463,4.33,6.475,7.907
2010,25.02,29.43,18.12,8.547,10.065,4.453,5.268,6.143,8.61
2011,29.43,34.96,18.79,8.057,11.976,6.581,5.038,5.687,8.494
2012,35.29,36.85,5.41,8.631,11.329,6.474,5.247,6.575,7.876
2013,37.32,41.34,12.18,14.517,9.468,6.658,5.658,6.288,7.609
2014,41.42,52.74,27.58,16.186,12.08,12.004,7.278,6.6,8.035
2015,52.97,51.31,-2.71,11.759,10.141,10.627,6.233,6.536,7.059
2016,50.93,58.65,14.31,10.902,9.47,11.617,7.645,6.186,6.539
2017,58.65,66.43,13.27,12.509,10.553,11.721,7.952,6.661,7.542
2018,66.43,69.26,4.26,10.872,12.68,9.934,7.696,6.681,7.039
2019,69.11,92.23,33.16,11.827,13.986,11.996,11.96,8.173,7.454
2020,92.4,92.03,-0.2168,12.395,12.076,10.887,11.066,7.438,7.49
2021,92.1,97.07,5.48,10.602,10.752,9.846,11.362,8.23,6.909
2022,97.11,93.76,-3.41,7.135,9.789,9.401,10.556,7.788,6.74
2023,93.61,83.11,-11.36,3.713,7.233,9.608,8.345,6.888,6.181
