Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1986,8.33,8.13,,,,,,,
1987,8.13,11.46,41.03,,,,,,
1988,11.46,15.42,34.55,,,,,,
1989,15.42,22.5,45.95,,,,,,
1990,22.25,11.75,-47.78,,,,,,
1991,11.5,22.0,87.23,22.03,,,,,
1992,21.25,31.25,42.05,22.217,,,,,
1993,30.75,39.38,26.0,20.625,,,,,
1994,38.63,41.5,5.4,13.025,,,,,
1995,40.75,75.5,81.93,45.071,,,,,
1996,72.5,90.0,19.21,32.545,27.179,,,,
1997,89.0,156.13,73.47,37.952,29.846,,,,
1998,156.0,181.0,15.93,35.669,27.926,,,,
1999,180.0,155.0,-14.36,30.154,21.287,,,,
2000,154.0,181.0,16.77,19.109,31.451,,,,
2001,180.25,179.65,-0.7459,14.825,23.367,22.92,,,
2002,178.75,205.5,14.39,5.649,20.725,21.22,,,
2003,205.5,253.51,23.36,6.97,20.468,20.52,,,
2004,252.51,364.0,43.58,18.619,24.253,20.391,,,
2005,363.0,317.05,-12.9,11.864,15.43,24.568,,,
2006,315.5,480.1,51.43,21.725,18.225,22.818,22.62,,
2007,485.0,491.1,2.29,19.034,12.142,20.159,20.67,,
2008,491.1,299.0,-39.12,3.356,5.148,14.47,15.979,,
2009,297.0,340.0,13.71,-1.355,8.172,15.052,14.542,,
2010,342.9,378.13,11.21,3.586,7.646,11.339,18.954,,
2011,379.63,414.67,9.66,-2.888,8.725,10.721,15.815,17.032,
2012,419.05,433.42,4.52,-2.468,7.748,7.044,14.052,15.64,
2013,437.01,580.35,33.9,14.184,8.635,8.077,14.399,15.618,
2014,578.5,682.84,17.66,14.966,6.493,10.391,15.031,14.627,
2015,682.55,883.35,29.36,18.495,10.79,11.147,13.086,18.862,
2016,874.06,904.5,2.39,16.88,6.539,11.378,12.23,16.027,17.007
2017,908.02,1139.13,25.94,21.32,8.778,12.094,10.447,15.47,16.568
2018,1139.82,1038.05,-8.87,12.333,13.254,9.854,9.126,13.982,15.064
2019,1021.88,1143.17,10.13,10.856,12.892,7.928,10.507,14.183,13.989
2020,1143.77,1033.3,-9.61,3.186,10.575,8.195,9.101,11.033,16.093
2021,1031.0,1234.0,19.42,6.41,11.522,6.496,10.114,11.041,14.366
2022,1235.24,1317.49,6.77,2.952,11.759,6.8,9.735,8.906,13.283
2023,1317.0,1490.06,13.1,7.497,9.888,11.302,9.26,8.798,12.875
