Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1968,2.21,2.29,,,,,,,
1969,2.33,1.8,-21.59,,,,,,
1970,1.81,1.71,-4.93,,,,,,
1971,1.67,2.14,25.0,,,,,,
1972,2.13,3.81,78.54,,,,,,
1973,3.81,4.21,10.38,12.951,,,,,
1974,4.21,3.55,-15.6,14.549,,,,,
1975,3.55,4.32,21.7,20.364,,,,,
1976,4.32,5.27,21.93,19.751,,,,,
1977,5.27,4.13,-21.74,1.626,,,,,
1978,4.13,5.77,39.9,6.507,9.682,,,,
1979,5.77,6.52,13.0,12.929,13.736,,,,
1980,6.52,8.0,22.68,13.115,16.683,,,,
1981,8.0,5.92,-26.04,2.353,10.711,,,,
1982,5.94,4.92,-16.9,3.563,2.59,,,,
1983,4.92,6.42,30.51,2.158,4.31,7.114,,,
1984,6.4,4.96,-22.73,-5.322,3.401,6.991,,,
1985,4.96,4.79,-3.36,-9.75,1.038,7.108,,,
1986,4.79,3.81,-20.43,-8.437,-3.192,3.92,,,
1987,3.81,5.79,51.91,3.31,3.436,2.829,,,
1988,5.81,8.0,38.13,4.499,3.322,4.373,6.454,,
1989,8.0,10.25,28.13,15.624,4.628,7.325,9.087,,
1990,10.27,7.81,-23.78,10.271,-0.24,4.027,7.89,,
1991,7.81,8.0,2.4,15.993,3.057,2.822,6.815,,
1992,7.96,7.29,-8.85,4.715,4.01,3.861,3.298,,
1993,7.29,12.33,69.14,9.037,6.744,5.193,5.52,6.966,
1994,12.4,11.04,-10.47,1.496,8.33,3.573,5.837,7.525,
1995,11.0,17.63,59.62,17.685,13.918,5.409,7.285,9.782,
1996,17.44,20.25,14.89,20.411,18.182,8.544,6.962,9.406,
1997,20.5,29.13,43.83,31.924,17.535,12.588,10.26,8.477,
1998,29.06,16.44,-43.56,5.922,7.468,6.469,5.375,5.6,6.791
1999,17.25,21.69,31.94,14.461,7.784,10.336,6.194,7.508,8.651
2000,21.81,22.91,5.62,5.379,11.362,10.997,5.401,6.901,9.035
2001,22.75,21.83,-4.7,1.514,10.56,12.342,6.742,5.85,8.049
2002,22.18,22.93,5.02,-4.674,12.142,9.61,8.0,7.097,6.165
2003,23.0,32.52,41.88,14.617,10.184,9.8,8.45,7.162,7.052
2004,32.48,37.2,14.37,11.393,12.916,8.974,10.599,7.214,8.146
2005,37.2,34.05,-8.45,8.248,6.804,10.314,10.303,5.965,7.124
2006,34.01,47.53,39.58,16.838,8.907,12.614,13.449,8.689,7.607
2007,47.84,93.12,95.9,32.351,12.323,18.51,14.9,12.482,10.944
2008,94.01,38.32,-58.85,3.337,8.831,7.853,8.148,7.408,6.514
2009,38.74,54.09,41.15,7.774,9.569,11.176,8.672,10.029,7.307
2010,54.74,83.05,53.54,19.521,13.745,10.885,12.547,12.088,8.112
2011,83.93,77.35,-6.86,10.23,13.486,9.346,12.013,12.798,8.944
2012,79.12,86.42,11.73,-1.482,14.188,7.519,13.16,11.419,10.024
2013,87.97,91.33,5.68,18.97,10.878,12.111,10.531,10.23,9.254
2014,90.95,88.47,-3.13,10.341,9.05,9.825,10.966,9.004,10.081
2015,88.79,76.27,-13.79,-1.689,8.399,8.348,7.598,9.544,9.665
2016,75.78,103.04,35.1,5.903,8.045,10.9,8.475,10.763,11.618
2017,103.68,156.51,51.89,12.612,5.329,13.66,8.77,13.051,11.617
2018,156.67,149.17,-4.69,10.31,14.558,10.688,11.658,10.486,10.244
2019,146.23,173.26,16.15,14.388,12.346,10.801,10.949,11.642,9.883
2020,174.24,269.05,55.29,28.675,12.473,14.775,13.107,11.518,12.523
2021,271.81,342.89,27.44,27.183,16.056,14.081,14.764,11.982,13.345
2022,344.0,428.76,25.04,22.33,17.371,10.716,15.769,11.356,14.547
2023,428.0,418.9,-2.3,22.938,16.453,17.286,13.631,13.828,12.47
