Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1989,1.62,1.62,,,,,,,
1990,1.62,3.28,103.03,,,,,,
1991,3.28,13.29,305.22,,,,,,
1992,13.14,13.35,0.4831,,,,,,
1993,13.26,10.97,-17.87,,,,,,
1994,10.88,15.35,39.96,56.79,,,,,
1995,15.35,17.9,16.59,40.409,,,,,
1996,17.9,17.42,-2.69,5.561,,,,,
1997,17.35,13.46,-22.73,0.164,,,,,
1998,13.56,10.67,-20.69,-0.553,,,,,
1999,10.62,3.67,-65.64,-24.888,8.521,,,,
2000,3.72,4.93,34.33,-22.732,4.159,,,,
2001,4.87,10.07,104.44,-10.382,-2.736,,,,
2002,10.16,10.03,-0.4349,-5.713,-2.819,,,,
2003,10.07,19.27,92.14,12.549,5.796,,,,
2004,19.4,24.0,24.59,45.582,4.571,19.687,,,
2005,23.98,28.04,16.82,41.575,4.591,15.379,,,
2006,28.33,37.06,32.17,29.77,7.841,7.076,,,
2007,37.06,39.63,6.92,31.627,11.403,7.523,,,
2008,39.75,29.4,-25.81,8.816,10.667,6.793,,,
2009,29.33,38.31,30.29,9.805,26.434,6.287,17.136,,
2010,38.71,45.96,19.98,10.388,25.012,6.488,14.11,,
2011,46.35,48.28,5.05,5.432,16.97,7.032,6.663,,
2012,49.2,56.68,17.4,7.419,18.908,10.059,7.497,,
2013,57.42,50.16,-11.5,11.276,10.039,10.87,7.897,,
2014,49.87,62.79,25.17,10.386,10.095,20.841,7.297,15.754,
2015,62.96,56.43,-10.13,4.19,7.244,17.646,5.909,12.054,
2016,56.0,62.52,10.79,5.305,5.369,12.945,6.598,6.39,
2017,62.29,60.01,-4.01,1.148,4.237,12.667,7.76,6.196,
2018,60.08,58.59,-2.37,3.156,7.139,7.695,8.889,6.931,
2019,58.02,57.74,-1.45,-1.663,4.188,6.027,14.773,5.442,12.65
2020,58.0,49.04,-15.07,-2.768,0.651,3.797,12.172,4.114,9.435
2021,48.98,51.12,4.24,-3.946,0.573,2.167,8.462,4.4,4.593
2022,51.34,45.05,-11.87,-5.573,-2.27,0.858,7.8,4.951,4.137
2023,46.1,43.08,-4.37,-5.965,-1.51,2.58,4.105,5.741,4.665
