Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1968,25.25,24.13,,,,,,,
1969,24.13,21.75,-9.84,,,,,,
1970,21.88,26.63,22.41,,,,,,
1971,26.38,24.75,-7.04,,,,,,
1972,24.5,26.75,8.08,,,,,,
1973,26.75,16.88,-36.92,-6.897,,,,,
1974,17.0,12.88,-23.7,-9.948,,,,,
1975,12.88,14.5,12.62,-11.448,,,,,
1976,14.5,16.75,15.52,-7.511,,,,,
1977,16.75,16.5,-1.49,-9.211,,,,,
1978,16.5,15.0,-9.09,-2.334,-4.643,,,,
1979,15.0,12.63,-15.83,-0.391,-5.29,,,,
1980,12.75,11.5,-8.91,-4.53,-8.054,,,,
1981,11.63,12.63,9.78,-5.49,-6.506,,,,
1982,12.63,14.88,17.82,-2.046,-5.696,,,,
1983,14.88,13.38,-10.08,-2.26,-2.297,-3.855,,,
1984,13.38,13.75,2.8,1.714,0.656,-3.011,,,
1985,13.75,10.63,-22.73,-1.561,-3.057,-5.939,,,
1986,10.63,13.13,23.53,0.78,-2.406,-4.138,,,
1987,13.13,8.25,-37.14,-11.127,-6.697,-7.543,,,
1988,8.5,16.0,93.94,3.641,0.647,-0.356,-2.033,,
1989,15.88,23.25,45.31,11.077,6.292,4.016,0.334,,
1990,23.25,22.38,-3.76,16.055,6.885,2.936,-0.866,,
1991,22.38,29.63,32.4,17.677,8.901,3.876,0.904,,
1992,29.5,33.0,11.39,31.951,8.291,4.729,1.055,,
1993,33.0,36.0,9.09,17.608,10.404,6.01,3.86,1.613,
1994,35.88,21.88,-39.24,-1.207,4.755,3.731,2.685,0.024,
1995,21.88,29.25,33.71,5.5,10.652,6.421,3.571,0.376,
1996,29.13,27.63,-5.56,-1.388,7.724,5.357,2.534,0.441,
1997,27.75,29.94,8.37,-1.927,13.757,4.772,3.024,0.452,
1998,29.94,31.13,3.97,-2.865,6.882,5.791,3.718,2.478,0.853
1999,30.94,25.75,-17.27,3.311,1.027,4.271,3.626,2.81,0.564
2000,25.75,42.31,64.32,7.662,6.576,9.646,6.73,4.377,1.555
2001,41.75,39.11,-7.57,7.197,2.815,7.548,5.814,3.45,1.537
2002,38.9,45.59,16.57,8.774,3.285,12.071,5.758,4.149,1.793
2003,45.9,57.13,25.31,12.911,4.726,8.855,7.528,5.495,4.148
2004,56.95,67.59,18.31,21.289,11.94,7.374,8.288,6.94,5.681
2005,67.6,68.65,1.57,10.164,8.906,7.759,9.775,7.408,5.32
2006,69.15,92.32,34.48,18.741,12.821,7.871,10.243,8.282,5.855
2007,92.32,119.52,29.46,21.259,14.847,8.959,14.301,8.691,6.823
2008,119.27,83.13,-30.45,7.79,10.321,5.738,8.588,7.58,5.874
2009,83.71,81.84,-1.55,3.9,12.258,9.193,6.494,7.396,6.427
2010,82.1,70.83,-13.45,0.627,5.288,6.073,5.93,7.882,6.247
2011,71.73,73.05,3.13,-4.574,6.447,6.696,4.615,7.106,6.025
2012,73.65,63.75,-12.73,-11.812,3.41,5.168,3.347,8.523,4.969
2013,64.52,63.27,-0.7529,-5.314,1.026,4.842,2.86,5.653,5.315
2014,63.35,87.48,38.26,1.342,2.613,8.495,7.175,5.443,6.362
2015,87.48,68.36,-21.86,-0.707,-0.042,3.25,4.336,4.568,6.4
2016,67.91,73.47,7.48,0.115,-2.258,4.293,5.011,3.699,5.908
2017,73.5,81.39,10.78,5.007,-3.769,3.939,5.127,3.677,7.929
2018,81.71,86.07,5.75,6.348,0.348,2.77,5.216,3.548,5.769
2019,85.65,119.8,39.19,6.49,3.884,3.889,7.99,7.038,5.617
2020,119.83,99.84,-16.66,7.87,3.492,2.528,4.386,5.033,5.111
2021,99.82,112.65,12.83,8.924,4.427,1.336,5.432,5.783,4.552
2022,112.65,112.5,-0.1332,6.688,5.844,-0.403,4.62,5.438,4.173
2023,111.41,94.34,-16.14,1.852,4.076,0.847,2.54,4.535,3.263
