Year,Open,Close,1YRCAGR,5YRCAGR,10YRCAGR,15YRCAGR,20YRCAGR,25YRCAGR,30YRCAGR
1984,2.12,2.26,,,,,,,
1985,2.26,1.83,-18.75,,,,,,
1986,1.87,2.15,17.31,,,,,,
1987,2.19,1.8,-16.39,,,,,,
1988,1.83,1.8,,,,,,,
1989,1.83,2.54,41.17,2.363,,,,,
1990,2.61,2.29,-9.72,4.587,,,,,
1991,2.33,2.29,,1.27,,,,,
1992,2.26,3.63,58.31,15.061,,,,,
1993,3.63,3.81,5.1,16.18,,,,,
1994,3.85,4.93,29.13,14.183,8.112,,,,
1995,4.93,7.94,61.28,28.232,15.808,,,,
1996,7.94,19.25,142.31,53.08,24.509,,,,
1997,19.17,16.46,-14.5,35.302,24.772,,,,
1998,16.67,16.75,1.77,34.468,24.99,,,,
1999,16.75,11.56,-30.97,18.583,16.362,11.495,,,
2000,11.56,11.52,-0.3676,7.727,17.534,13.049,,,
2001,11.5,14.2,23.26,-5.904,20.018,13.411,,,
2002,14.17,16.38,15.35,-0.097,16.263,15.861,,,
2003,16.38,22.73,38.77,6.296,19.555,18.419,,,
2004,22.8,35.22,54.95,24.959,21.729,19.16,14.719,,
2005,35.15,59.81,69.82,39.016,22.376,24.298,19.046,,
2006,60.35,47.16,-21.15,27.133,9.374,22.344,16.696,,
2007,48.33,36.76,-22.05,17.547,8.366,16.689,16.28,,
2008,36.64,38.4,4.46,11.057,8.65,16.652,16.534,,
2009,38.5,48.98,27.55,6.818,15.533,16.541,15.947,13.093,
2010,49.48,63.08,28.79,1.07,18.534,14.817,18.033,15.212,
2011,63.58,65.66,4.09,6.843,16.547,8.524,18.27,14.655,
2012,70.43,74.9,14.07,15.298,16.417,10.629,16.34,16.083,
2013,76.83,96.06,28.25,20.127,15.503,12.349,17.512,17.244,
2014,96.05,107.0,11.39,16.916,11.753,15.992,16.634,16.14,13.721
2015,107.75,117.13,9.47,13.176,6.952,16.721,14.404,17.045,14.87
2016,115.97,148.12,26.46,17.669,12.125,16.92,10.741,18.149,15.152
2017,147.97,170.04,14.8,17.819,16.551,16.882,12.384,16.634,16.37
2018,170.28,139.14,-18.17,7.692,13.74,12.838,11.166,15.478,15.595
2019,140.75,180.15,29.47,10.981,13.91,11.495,14.719,15.481,15.264
2020,181.09,226.55,25.76,14.104,13.639,9.285,16.061,14.344,16.55
2021,228.41,312.88,38.11,16.132,16.898,13.445,16.722,11.799,17.811
2022,314.44,249.4,-20.29,7.962,12.782,13.615,14.585,11.486,15.142
2023,253.96,365.23,46.44,21.289,14.288,16.203,14.894,13.121,16.427
